1779792814.736403 server started (1080152): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779792814.736424 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779792814.736431 using libevent 2.1.12-stable poll
1779792814.736434 using ncurses 6.4 20240113
1779792814.785541 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1779792814.785545 args_parse_flags: next -1p(jump backward)
1779792814.785547 args_parse_flags: -1
1779792814.785551 args_parse_flag_argument: -p = (jump backward)
1779792814.785554 args_parse: flags end at 2 of 3
1779792814.785559 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1779792814.785567 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1779792814.785571 args_parse_flags: next -Tcopy-mode
1779792814.785574 args_parse_flag_argument: -T = copy-mode
1779792814.785577 args_parse_flags: next F
1779792814.785580 args_parse: flags end at 2 of 4
1779792814.785583 args_parse: 2 = F (type STRING)
1779792814.785592 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1779792814.785602 cmd_parse_build_commands: bind-key -T copy-mode F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1779792814.785608 cmdq_get_command: [bind-key/0x648c98b521b0] group 1447
1779792814.785611 cmdq_append <global>: [bind-key/0x648c98b521b0]
1779792814.785618 yylex_token: end at WS
1779792814.785621 yylex_token: bind
1779792814.785624 yylex_token: end at WS
1779792814.785627 yylex_token: -Tcopy-mode
1779792814.785630 yylex_token: end at WS
1779792814.785633 yylex_token: N
1779792814.785636 yylex_token: end at WS
1779792814.785638 yylex_token: send
1779792814.785641 yylex_token: end at WS
1779792814.785648 yylex_token: -X
1779792814.785651 yylex_token: end at WS
1779792814.785654 yylex_token: search-reverse
1779792814.785658 cmd_parse_build_commands 0:0: bind
1779792814.785661 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.785664 cmd_parse_build_commands 0:2: N
1779792814.785667 cmd_parse_build_commands 0:3 0:0: send
1779792814.785670 cmd_parse_build_commands 0:3 0:1: -X
1779792814.785674 cmd_parse_build_commands 0:3 0:2: search-reverse
1779792814.785678 cmd_parse_build_commands 0:0: send
1779792814.785681 cmd_parse_build_commands 0:1: -X
1779792814.785684 cmd_parse_build_commands 0:2: search-reverse
1779792814.785689 args_parse_flags: next -X
1779792814.785691 args_parse_flags: -X
1779792814.785694 args_parse_flags: next search-reverse
1779792814.785697 args_parse: flags end at 2 of 3
1779792814.785700 args_parse: 2 = search-reverse (type STRING)
1779792814.785706 cmd_parse_build_commands: send-keys -X search-reverse
1779792814.785709 args_parse_flags: next -Tcopy-mode
1779792814.785712 args_parse_flag_argument: -T = copy-mode
1779792814.785715 args_parse_flags: next N
1779792814.785718 args_parse: flags end at 2 of 4
1779792814.785721 args_parse: 2 = N (type STRING)
1779792814.785726 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1779792814.785734 cmd_parse_build_commands: bind-key -T copy-mode N { send-keys -X search-reverse }
1779792814.785738 cmdq_get_command: [bind-key/0x648c98b529d0] group 1459
1779792814.785741 cmdq_append <global>: [bind-key/0x648c98b529d0]
1779792814.785745 yylex_token: end at WS
1779792814.785748 yylex_token: bind
1779792814.785751 yylex_token: end at WS
1779792814.785754 yylex_token: -Tcopy-mode
1779792814.785757 yylex_token: end at WS
1779792814.785760 yylex_token: P
1779792814.785763 yylex_token: end at WS
1779792814.785765 yylex_token: send
1779792814.785768 yylex_token: end at WS
1779792814.785771 yylex_token: -X
1779792814.785775 yylex_token: end at WS
1779792814.785777 yylex_token: toggle-position
1779792814.785782 cmd_parse_build_commands 0:0: bind
1779792814.785785 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.785788 cmd_parse_build_commands 0:2: P
1779792814.785791 cmd_parse_build_commands 0:3 0:0: send
1779792814.785794 cmd_parse_build_commands 0:3 0:1: -X
1779792814.785797 cmd_parse_build_commands 0:3 0:2: toggle-position
1779792814.785801 cmd_parse_build_commands 0:0: send
1779792814.785804 cmd_parse_build_commands 0:1: -X
1779792814.785806 cmd_parse_build_commands 0:2: toggle-position
1779792814.785811 args_parse_flags: next -X
1779792814.785814 args_parse_flags: -X
1779792814.785817 args_parse_flags: next toggle-position
1779792814.785820 args_parse: flags end at 2 of 3
1779792814.785823 args_parse: 2 = toggle-position (type STRING)
1779792814.785828 cmd_parse_build_commands: send-keys -X toggle-position
1779792814.785831 args_parse_flags: next -Tcopy-mode
1779792814.785834 args_parse_flag_argument: -T = copy-mode
1779792814.785837 args_parse_flags: next P
1779792814.785840 args_parse: flags end at 2 of 4
1779792814.785843 args_parse: 2 = P (type STRING)
1779792814.785848 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1779792814.785856 cmd_parse_build_commands: bind-key -T copy-mode P { send-keys -X toggle-position }
1779792814.785860 cmdq_get_command: [bind-key/0x648c98b53080] group 1467
1779792814.785863 cmdq_append <global>: [bind-key/0x648c98b53080]
1779792814.785868 yylex_token: end at WS
1779792814.785871 yylex_token: bind
1779792814.785874 yylex_token: end at WS
1779792814.785877 yylex_token: -Tcopy-mode
1779792814.785880 yylex_token: end at WS
1779792814.785883 yylex_token: R
1779792814.785886 yylex_token: end at WS
1779792814.785888 yylex_token: send
1779792814.785891 yylex_token: end at WS
1779792814.785894 yylex_token: -X
1779792814.785898 yylex_token: end at WS
1779792814.785900 yylex_token: rectangle-toggle
1779792814.785905 cmd_parse_build_commands 0:0: bind
1779792814.785908 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.785911 cmd_parse_build_commands 0:2: R
1779792814.785914 cmd_parse_build_commands 0:3 0:0: send
1779792814.785922 cmd_parse_build_commands 0:3 0:1: -X
1779792814.785925 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1779792814.785929 cmd_parse_build_commands 0:0: send
1779792814.785932 cmd_parse_build_commands 0:1: -X
1779792814.785935 cmd_parse_build_commands 0:2: rectangle-toggle
1779792814.785941 args_parse_flags: next -X
1779792814.785944 args_parse_flags: -X
1779792814.785947 args_parse_flags: next rectangle-toggle
1779792814.785950 args_parse: flags end at 2 of 3
1779792814.785953 args_parse: 2 = rectangle-toggle (type STRING)
1779792814.785958 cmd_parse_build_commands: send-keys -X rectangle-toggle
1779792814.785961 args_parse_flags: next -Tcopy-mode
1779792814.785964 args_parse_flag_argument: -T = copy-mode
1779792814.785967 args_parse_flags: next R
1779792814.785970 args_parse: flags end at 2 of 4
1779792814.785973 args_parse: 2 = R (type STRING)
1779792814.785978 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1779792814.785986 cmd_parse_build_commands: bind-key -T copy-mode R { send-keys -X rectangle-toggle }
1779792814.785990 cmdq_get_command: [bind-key/0x648c98b52c70] group 1475
1779792814.785994 cmdq_append <global>: [bind-key/0x648c98b52c70]
1779792814.786000 yylex_token: end at WS
1779792814.786003 yylex_token: bind
1779792814.786006 yylex_token: end at WS
1779792814.786009 yylex_token: -Tcopy-mode
1779792814.786012 yylex_token: end at WS
1779792814.786015 yylex_token: T
1779792814.786019 yylex_token: end at WS
1779792814.786021 yylex_token: command-prompt
1779792814.786025 yylex_token: end at WS
1779792814.786028 yylex_token: -1p(jump to backward)
1779792814.786031 yylex_token: end at WS
1779792814.786034 yylex_token: send
1779792814.786036 yylex_token: end at WS
1779792814.786039 yylex_token: -X
1779792814.786043 yylex_token: end at WS
1779792814.786045 yylex_token: jump-to-backward
1779792814.786048 yylex_token: end at WS
1779792814.786051 yylex_token: %%
1779792814.786056 cmd_parse_build_commands 0:0: bind
1779792814.786059 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.786062 cmd_parse_build_commands 0:2: T
1779792814.786066 cmd_parse_build_commands 0:3 0:0: command-prompt
1779792814.786069 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1779792814.786072 cmd_parse_build_commands 0:3 0:2 0:0: send
1779792814.786075 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779792814.786079 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1779792814.786082 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779792814.786086 cmd_parse_build_commands 0:0: command-prompt
1779792814.786089 cmd_parse_build_commands 0:1: -1p(jump to backward)
1779792814.786092 cmd_parse_build_commands 0:2 0:0: send
1779792814.786095 cmd_parse_build_commands 0:2 0:1: -X
1779792814.786099 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1779792814.786102 cmd_parse_build_commands 0:2 0:3: %%
1779792814.786105 cmd_parse_build_commands 0:0: send
1779792814.786108 cmd_parse_build_commands 0:1: -X
1779792814.786111 cmd_parse_build_commands 0:2: jump-to-backward
1779792814.786114 cmd_parse_build_commands 0:3: %%
1779792814.786119 args_parse_flags: next -X
1779792814.786121 args_parse_flags: -X
1779792814.786124 args_parse_flags: next jump-to-backward
1779792814.786127 args_parse: flags end at 2 of 4
1779792814.786130 args_parse: 2 = jump-to-backward (type STRING)
1779792814.786133 args_parse: 3 = %% (type STRING)
1779792814.786139 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1779792814.786142 args_parse_flags: next -1p(jump to backward)
1779792814.786145 args_parse_flags: -1
1779792814.786148 args_parse_flag_argument: -p = (jump to backward)
1779792814.786151 args_parse: flags end at 2 of 3
1779792814.786156 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1779792814.786165 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1779792814.786168 args_parse_flags: next -Tcopy-mode
1779792814.786171 args_parse_flag_argument: -T = copy-mode
1779792814.786174 args_parse_flags: next T
1779792814.786177 args_parse: flags end at 2 of 4
1779792814.786184 args_parse: 2 = T (type STRING)
1779792814.786192 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1779792814.786202 cmd_parse_build_commands: bind-key -T copy-mode T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1779792814.786207 cmdq_get_command: [bind-key/0x648c98b53be0] group 1483
1779792814.786210 cmdq_append <global>: [bind-key/0x648c98b53be0]
1779792814.786214 yylex_token: end at WS
1779792814.786216 yylex_token: bind
1779792814.786220 yylex_token: end at WS
1779792814.786222 yylex_token: -Tcopy-mode
1779792814.786243 yylex_token: end at WS
1779792814.786246 yylex_token: X
1779792814.786249 yylex_token: end at WS
1779792814.786251 yylex_token: send
1779792814.786255 yylex_token: end at WS
1779792814.786257 yylex_token: -X
1779792814.786261 yylex_token: end at WS
1779792814.786263 yylex_token: set-mark
1779792814.786268 cmd_parse_build_commands 0:0: bind
1779792814.786271 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.786274 cmd_parse_build_commands 0:2: X
1779792814.786278 cmd_parse_build_commands 0:3 0:0: send
1779792814.786281 cmd_parse_build_commands 0:3 0:1: -X
1779792814.786284 cmd_parse_build_commands 0:3 0:2: set-mark
1779792814.786288 cmd_parse_build_commands 0:0: send
1779792814.786291 cmd_parse_build_commands 0:1: -X
1779792814.786294 cmd_parse_build_commands 0:2: set-mark
1779792814.786299 args_parse_flags: next -X
1779792814.786301 args_parse_flags: -X
1779792814.786304 args_parse_flags: next set-mark
1779792814.786307 args_parse: flags end at 2 of 3
1779792814.786311 args_parse: 2 = set-mark (type STRING)
1779792814.786316 cmd_parse_build_commands: send-keys -X set-mark
1779792814.786319 args_parse_flags: next -Tcopy-mode
1779792814.786322 args_parse_flag_argument: -T = copy-mode
1779792814.786325 args_parse_flags: next X
1779792814.786328 args_parse: flags end at 2 of 4
1779792814.786331 args_parse: 2 = X (type STRING)
1779792814.786335 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1779792814.786343 cmd_parse_build_commands: bind-key -T copy-mode X { send-keys -X set-mark }
1779792814.786347 cmdq_get_command: [bind-key/0x648c98b545f0] group 1495
1779792814.786350 cmdq_append <global>: [bind-key/0x648c98b545f0]
1779792814.786358 yylex_token: end at WS
1779792814.786361 yylex_token: bind
1779792814.786364 yylex_token: end at WS
1779792814.786367 yylex_token: -Tcopy-mode
1779792814.786370 yylex_token: end at WS
1779792814.786373 yylex_token: f
1779792814.786376 yylex_token: end at WS
1779792814.786379 yylex_token: command-prompt
1779792814.786383 yylex_token: end at WS
1779792814.786386 yylex_token: -1p(jump forward)
1779792814.786389 yylex_token: end at WS
1779792814.786391 yylex_token: send
1779792814.786394 yylex_token: end at WS
1779792814.786397 yylex_token: -X
1779792814.786400 yylex_token: end at WS
1779792814.786403 yylex_token: jump-forward
1779792814.786406 yylex_token: end at WS
1779792814.786409 yylex_token: %%
1779792814.786413 cmd_parse_build_commands 0:0: bind
1779792814.786416 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.786419 cmd_parse_build_commands 0:2: f
1779792814.786423 cmd_parse_build_commands 0:3 0:0: command-prompt
1779792814.786426 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1779792814.786429 cmd_parse_build_commands 0:3 0:2 0:0: send
1779792814.786433 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779792814.786436 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1779792814.786439 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779792814.786443 cmd_parse_build_commands 0:0: command-prompt
1779792814.786446 cmd_parse_build_commands 0:1: -1p(jump forward)
1779792814.786449 cmd_parse_build_commands 0:2 0:0: send
1779792814.786452 cmd_parse_build_commands 0:2 0:1: -X
1779792814.786456 cmd_parse_build_commands 0:2 0:2: jump-forward
1779792814.786459 cmd_parse_build_commands 0:2 0:3: %%
1779792814.786462 cmd_parse_build_commands 0:0: send
1779792814.786465 cmd_parse_build_commands 0:1: -X
1779792814.786468 cmd_parse_build_commands 0:2: jump-forward
1779792814.786477 cmd_parse_build_commands 0:3: %%
1779792814.786482 args_parse_flags: next -X
1779792814.786485 args_parse_flags: -X
1779792814.786489 args_parse_flags: next jump-forward
1779792814.786492 args_parse: flags end at 2 of 4
1779792814.786495 args_parse: 2 = jump-forward (type STRING)
1779792814.786498 args_parse: 3 = %% (type STRING)
1779792814.786504 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1779792814.786507 args_parse_flags: next -1p(jump forward)
1779792814.786510 args_parse_flags: -1
1779792814.786513 args_parse_flag_argument: -p = (jump forward)
1779792814.786516 args_parse: flags end at 2 of 3
1779792814.786521 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1779792814.786529 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1779792814.786532 args_parse_flags: next -Tcopy-mode
1779792814.786536 args_parse_flag_argument: -T = copy-mode
1779792814.786538 args_parse_flags: next f
1779792814.786541 args_parse: flags end at 2 of 4
1779792814.786544 args_parse: 2 = f (type STRING)
1779792814.786552 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1779792814.786562 cmd_parse_build_commands: bind-key -T copy-mode f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1779792814.786607 cmdq_get_command: [bind-key/0x648c98b55590] group 1503
1779792814.786612 cmdq_append <global>: [bind-key/0x648c98b55590]
1779792814.786622 yylex_token: end at WS
1779792814.786625 yylex_token: bind
1779792814.786629 yylex_token: end at WS
1779792814.786632 yylex_token: -Tcopy-mode
1779792814.786635 yylex_token: end at WS
1779792814.786638 yylex_token: g
1779792814.786641 yylex_token: end at WS
1779792814.786644 yylex_token: command-prompt
1779792814.786648 yylex_token: end at WS
1779792814.786651 yylex_token: -p(goto line)
1779792814.786655 yylex_token: end at WS
1779792814.786657 yylex_token: send
1779792814.786661 yylex_token: end at WS
1779792814.786663 yylex_token: -X
1779792814.786667 yylex_token: end at WS
1779792814.786670 yylex_token: goto-line
1779792814.786673 yylex_token: end at WS
1779792814.786676 yylex_token: %%
1779792814.786681 cmd_parse_build_commands 0:0: bind
1779792814.786684 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.786688 cmd_parse_build_commands 0:2: g
1779792814.786691 cmd_parse_build_commands 0:3 0:0: command-prompt
1779792814.786695 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1779792814.786699 cmd_parse_build_commands 0:3 0:2 0:0: send
1779792814.786702 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779792814.786706 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1779792814.786709 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779792814.786714 cmd_parse_build_commands 0:0: command-prompt
1779792814.786717 cmd_parse_build_commands 0:1: -p(goto line)
1779792814.786721 cmd_parse_build_commands 0:2 0:0: send
1779792814.786724 cmd_parse_build_commands 0:2 0:1: -X
1779792814.786728 cmd_parse_build_commands 0:2 0:2: goto-line
1779792814.786731 cmd_parse_build_commands 0:2 0:3: %%
1779792814.786735 cmd_parse_build_commands 0:0: send
1779792814.786738 cmd_parse_build_commands 0:1: -X
1779792814.786742 cmd_parse_build_commands 0:2: goto-line
1779792814.786745 cmd_parse_build_commands 0:3: %%
1779792814.786750 args_parse_flags: next -X
1779792814.786753 args_parse_flags: -X
1779792814.786757 args_parse_flags: next goto-line
1779792814.786760 args_parse: flags end at 2 of 4
1779792814.786763 args_parse: 2 = goto-line (type STRING)
1779792814.786767 args_parse: 3 = %% (type STRING)
1779792814.786774 cmd_parse_build_commands: send-keys -X goto-line "%%"
1779792814.786778 args_parse_flags: next -p(goto line)
1779792814.786781 args_parse_flag_argument: -p = (goto line)
1779792814.786785 args_parse: flags end at 2 of 3
1779792814.786790 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1779792814.786798 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1779792814.786801 args_parse_flags: next -Tcopy-mode
1779792814.786809 args_parse_flag_argument: -T = copy-mode
1779792814.786812 args_parse_flags: next g
1779792814.786816 args_parse: flags end at 2 of 4
1779792814.786819 args_parse: 2 = g (type STRING)
1779792814.786827 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1779792814.786837 cmd_parse_build_commands: bind-key -T copy-mode g { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1779792814.786842 cmdq_get_command: [bind-key/0x648c98b55cb0] group 1515
1779792814.786845 cmdq_append <global>: [bind-key/0x648c98b55cb0]
1779792814.786850 yylex_token: end at WS
1779792814.786852 yylex_token: bind
1779792814.786856 yylex_token: end at WS
1779792814.786859 yylex_token: -Tcopy-mode
1779792814.786862 yylex_token: end at WS
1779792814.786864 yylex_token: n
1779792814.786868 yylex_token: end at WS
1779792814.786870 yylex_token: send
1779792814.786873 yylex_token: end at WS
1779792814.786876 yylex_token: -X
1779792814.786879 yylex_token: end at WS
1779792814.786882 yylex_token: search-again
1779792814.786886 cmd_parse_build_commands 0:0: bind
1779792814.786888 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.786891 cmd_parse_build_commands 0:2: n
1779792814.786894 cmd_parse_build_commands 0:3 0:0: send
1779792814.786897 cmd_parse_build_commands 0:3 0:1: -X
1779792814.786900 cmd_parse_build_commands 0:3 0:2: search-again
1779792814.786904 cmd_parse_build_commands 0:0: send
1779792814.786907 cmd_parse_build_commands 0:1: -X
1779792814.786910 cmd_parse_build_commands 0:2: search-again
1779792814.786915 args_parse_flags: next -X
1779792814.786917 args_parse_flags: -X
1779792814.786920 args_parse_flags: next search-again
1779792814.786923 args_parse: flags end at 2 of 3
1779792814.786926 args_parse: 2 = search-again (type STRING)
1779792814.786932 cmd_parse_build_commands: send-keys -X search-again
1779792814.786935 args_parse_flags: next -Tcopy-mode
1779792814.786938 args_parse_flag_argument: -T = copy-mode
1779792814.786941 args_parse_flags: next n
1779792814.786944 args_parse: flags end at 2 of 4
1779792814.786947 args_parse: 2 = n (type STRING)
1779792814.786951 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1779792814.786958 cmd_parse_build_commands: bind-key -T copy-mode n { send-keys -X search-again }
1779792814.786962 cmdq_get_command: [bind-key/0x648c98b53ce0] group 1527
1779792814.786965 cmdq_append <global>: [bind-key/0x648c98b53ce0]
1779792814.786970 yylex_token: end at WS
1779792814.786973 yylex_token: bind
1779792814.786977 yylex_token: end at WS
1779792814.786980 yylex_token: -Tcopy-mode
1779792814.786983 yylex_token: end at WS
1779792814.786985 yylex_token: q
1779792814.786988 yylex_token: end at WS
1779792814.786991 yylex_token: send
1779792814.786994 yylex_token: end at WS
1779792814.786997 yylex_token: -X
1779792814.787000 yylex_token: end at WS
1779792814.787003 yylex_token: cancel
1779792814.787007 cmd_parse_build_commands 0:0: bind
1779792814.787011 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787014 cmd_parse_build_commands 0:2: q
1779792814.787017 cmd_parse_build_commands 0:3 0:0: send
1779792814.787020 cmd_parse_build_commands 0:3 0:1: -X
1779792814.787023 cmd_parse_build_commands 0:3 0:2: cancel
1779792814.787027 cmd_parse_build_commands 0:0: send
1779792814.787030 cmd_parse_build_commands 0:1: -X
1779792814.787033 cmd_parse_build_commands 0:2: cancel
1779792814.787038 args_parse_flags: next -X
1779792814.787041 args_parse_flags: -X
1779792814.787044 args_parse_flags: next cancel
1779792814.787047 args_parse: flags end at 2 of 3
1779792814.787050 args_parse: 2 = cancel (type STRING)
1779792814.787055 cmd_parse_build_commands: send-keys -X cancel
1779792814.787058 args_parse_flags: next -Tcopy-mode
1779792814.787061 args_parse_flag_argument: -T = copy-mode
1779792814.787064 args_parse_flags: next q
1779792814.787067 args_parse: flags end at 2 of 4
1779792814.787070 args_parse: 2 = q (type STRING)
1779792814.787075 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1779792814.787082 cmd_parse_build_commands: bind-key -T copy-mode q { send-keys -X cancel }
1779792814.787091 cmdq_get_command: [bind-key/0x648c98b55f00] group 1535
1779792814.787094 cmdq_append <global>: [bind-key/0x648c98b55f00]
1779792814.787098 yylex_token: end at WS
1779792814.787101 yylex_token: bind
1779792814.787104 yylex_token: end at WS
1779792814.787107 yylex_token: -Tcopy-mode
1779792814.787110 yylex_token: end at WS
1779792814.787113 yylex_token: r
1779792814.787116 yylex_token: end at WS
1779792814.787119 yylex_token: send
1779792814.787122 yylex_token: end at WS
1779792814.787124 yylex_token: -X
1779792814.787128 yylex_token: end at WS
1779792814.787131 yylex_token: refresh-from-pane
1779792814.787135 cmd_parse_build_commands 0:0: bind
1779792814.787138 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787141 cmd_parse_build_commands 0:2: r
1779792814.787144 cmd_parse_build_commands 0:3 0:0: send
1779792814.787147 cmd_parse_build_commands 0:3 0:1: -X
1779792814.787151 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1779792814.787154 cmd_parse_build_commands 0:0: send
1779792814.787157 cmd_parse_build_commands 0:1: -X
1779792814.787161 cmd_parse_build_commands 0:2: refresh-from-pane
1779792814.787165 args_parse_flags: next -X
1779792814.787168 args_parse_flags: -X
1779792814.787171 args_parse_flags: next refresh-from-pane
1779792814.787174 args_parse: flags end at 2 of 3
1779792814.787178 args_parse: 2 = refresh-from-pane (type STRING)
1779792814.787183 cmd_parse_build_commands: send-keys -X refresh-from-pane
1779792814.787186 args_parse_flags: next -Tcopy-mode
1779792814.787189 args_parse_flag_argument: -T = copy-mode
1779792814.787192 args_parse_flags: next r
1779792814.787195 args_parse: flags end at 2 of 4
1779792814.787198 args_parse: 2 = r (type STRING)
1779792814.787203 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1779792814.787211 cmd_parse_build_commands: bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1779792814.787215 cmdq_get_command: [bind-key/0x648c98b56330] group 1543
1779792814.787219 cmdq_append <global>: [bind-key/0x648c98b56330]
1779792814.787239 yylex_token: end at WS
1779792814.787245 yylex_token: bind
1779792814.787249 yylex_token: end at WS
1779792814.787252 yylex_token: -Tcopy-mode
1779792814.787256 yylex_token: end at WS
1779792814.787259 yylex_token: t
1779792814.787262 yylex_token: end at WS
1779792814.787265 yylex_token: command-prompt
1779792814.787269 yylex_token: end at WS
1779792814.787272 yylex_token: -1p(jump to forward)
1779792814.787275 yylex_token: end at WS
1779792814.787277 yylex_token: send
1779792814.787280 yylex_token: end at WS
1779792814.787283 yylex_token: -X
1779792814.787287 yylex_token: end at WS
1779792814.787289 yylex_token: jump-to-forward
1779792814.787292 yylex_token: end at WS
1779792814.787295 yylex_token: %%
1779792814.787299 cmd_parse_build_commands 0:0: bind
1779792814.787302 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787305 cmd_parse_build_commands 0:2: t
1779792814.787309 cmd_parse_build_commands 0:3 0:0: command-prompt
1779792814.787312 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1779792814.787316 cmd_parse_build_commands 0:3 0:2 0:0: send
1779792814.787319 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779792814.787322 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1779792814.787325 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779792814.787329 cmd_parse_build_commands 0:0: command-prompt
1779792814.787332 cmd_parse_build_commands 0:1: -1p(jump to forward)
1779792814.787335 cmd_parse_build_commands 0:2 0:0: send
1779792814.787338 cmd_parse_build_commands 0:2 0:1: -X
1779792814.787341 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1779792814.787344 cmd_parse_build_commands 0:2 0:3: %%
1779792814.787348 cmd_parse_build_commands 0:0: send
1779792814.787351 cmd_parse_build_commands 0:1: -X
1779792814.787354 cmd_parse_build_commands 0:2: jump-to-forward
1779792814.787357 cmd_parse_build_commands 0:3: %%
1779792814.787362 args_parse_flags: next -X
1779792814.787365 args_parse_flags: -X
1779792814.787368 args_parse_flags: next jump-to-forward
1779792814.787375 args_parse: flags end at 2 of 4
1779792814.787378 args_parse: 2 = jump-to-forward (type STRING)
1779792814.787381 args_parse: 3 = %% (type STRING)
1779792814.787387 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1779792814.787390 args_parse_flags: next -1p(jump to forward)
1779792814.787392 args_parse_flags: -1
1779792814.787395 args_parse_flag_argument: -p = (jump to forward)
1779792814.787398 args_parse: flags end at 2 of 3
1779792814.787403 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1779792814.787410 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1779792814.787413 args_parse_flags: next -Tcopy-mode
1779792814.787416 args_parse_flag_argument: -T = copy-mode
1779792814.787418 args_parse_flags: next t
1779792814.787421 args_parse: flags end at 2 of 4
1779792814.787424 args_parse: 2 = t (type STRING)
1779792814.787432 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1779792814.787443 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1779792814.787448 cmdq_get_command: [bind-key/0x648c98b573f0] group 1551
1779792814.787451 cmdq_append <global>: [bind-key/0x648c98b573f0]
1779792814.787460 yylex_token: end at WS
1779792814.787463 yylex_token: bind
1779792814.787466 yylex_token: end at WS
1779792814.787469 yylex_token: -Tcopy-mode
1779792814.787472 yylex_token: end at WS
1779792814.787475 yylex_token: Home
1779792814.787478 yylex_token: end at WS
1779792814.787481 yylex_token: send
1779792814.787484 yylex_token: end at WS
1779792814.787486 yylex_token: -X
1779792814.787490 yylex_token: end at WS
1779792814.787492 yylex_token: start-of-line
1779792814.787496 cmd_parse_build_commands 0:0: bind
